status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_
Fully Paid,10600,36 months,55000,13.27,8.04218,8130.0,68.9,debt_consolidation,MORTGAGE,1,1,8,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15575,36 months,70000,16.32,9.28457,9099.0,48.7,debt_consolidation,MORTGAGE,0,0,13,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,84500,14.24,8.8888,21107.0,45.8,debt_consolidation,RENT,1,1,14,4.6,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,3250,36 months,43000,13.79,3.34856,3632.0,69.8,debt_consolidation,RENT,1,1,5,3.8,paid off,4,debt_consolidation,RENT, > 1 Year
Charged Off,18825,60 months,42000,16.86,15.4983,17123.0,89.6,debt_consolidation,MORTGAGE,1,1,6,1.4,default,7,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,30000,60 months,85000,23.96,12.0616,15307.0,83.6,debt_consolidation,MORTGAGE,1,1,16,1.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,21000,60 months,119600,15.13,5.84338,19214.0,80.1,home_improvement,MORTGAGE,1,1,12,2.8,paid off,9,home_improvement,MORTGAGE, > 1 Year
Fully Paid,21600,36 months,105000,12.54,8.47669,23092.0,73.3,debt_consolidation,RENT,1,1,9,4.4,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,9750,36 months,30000,7.93,14.0136,6589.0,82.4,debt_consolidation,OWN,1,1,4,3.2,paid off,1,debt_consolidation,OWN, > 1 Year
Fully Paid,20000,36 months,105000,16.94,8.43874,18448.0,83.5,credit_card,RENT,1,1,12,3.8,paid off,3,credit_card,RENT, > 1 Year
Charged Off,5000,36 months,65000,19.46,3.04615,17366.0,66.5,credit_card,MORTGAGE,1,1,13,5.6,default,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,6450,36 months,23700,15.24,11.2147,7518.0,83.5,credit_card,OWN,1,1,5,4.4,paid off,6,credit_card,OWN, > 1 Year
Fully Paid,35000,60 months,160000,11.39,7.35487,21687.0,47.2,debt_consolidation,MORTGAGE,1,1,13,3.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,35000,36 months,400000,12.59,3.84093,18422.0,20.7,debt_consolidation,MORTGAGE,0,1,18,3.6,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,96000,18.7,5.3315,8271.0,45.7,debt_consolidation,MORTGAGE,0,1,13,5.0,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,4000,36 months,48000,14.03,3.4775,11839.0,66.9,home_improvement,MORTGAGE,1,0,22,4.6,paid off,4,home_improvement,MORTGAGE, > 1 Year
Charged Off,8400,36 months,105000,9.36,3.26617,4416.0,19.5,debt_consolidation,RENT,0,1,18,4.2,default,4,debt_consolidation,RENT, > 1 Year
Fully Paid,7000,36 months,72000,10.73,3.79967,7811.0,59.2,credit_card,RENT,0,1,10,5.4,paid off,4,credit_card,RENT, > 1 Year
Charged Off,3000,60 months,35000,11.69,2.85257,10275.0,88.6,major_purchase,RENT,1,1,5,2.8,default,0,major_purchase,RENT, < 1 Year
Fully Paid,5600,36 months,36000,12.7,6.89167,240.0,2.1,other,RENT,1,0,9,3.8,paid off,0,other,RENT, < 1 Year
Charged Off,20000,36 months,57000,27.24,14.0556,26957.0,80.2,debt_consolidation,MORTGAGE,1,1,9,5.8,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,19200,36 months,63250,25.36,11.7044,12252.0,80.6,debt_consolidation,MORTGAGE,1,1,6,5.2,paid off,7,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,105000,13.1,7.63017,16637.0,41.8,debt_consolidation,OWN,0,1,13,5.8,paid off,3,debt_consolidation,OWN, > 1 Year
Fully Paid,30000,60 months,91000,16.25,9.95143,42172.0,48.5,debt_consolidation,MORTGAGE,1,1,18,3.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,9000,36 months,36000,28.83,9.9,2440.0,65.9,debt_consolidation,RENT,1,0,5,5.6,default,1,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,36 months,84000,11.62,8.26243,8875.0,45.7,credit_card,MORTGAGE,1,1,14,5.2,paid off,2,credit_card,MORTGAGE, > 1 Year
Fully Paid,30000,60 months,89000,10.89,10.1751,9219.0,35.7,debt_consolidation,MORTGAGE,1,1,12,3.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,50000,11.28,4.89936,7803.0,42.6,debt_consolidation,MORTGAGE,1,1,13,4.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,60 months,70000,28.77,5.54229,36480.0,80.4,credit_card,MORTGAGE,1,1,22,2.2,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,21000,60 months,125000,25.72,4.98653,146963.0,68.0,debt_consolidation,MORTGAGE,1,1,15,5.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,8000,36 months,165000,14.05,2.12836,41673.0,82.8,debt_consolidation,RENT,1,1,13,3.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,9000,36 months,72000,19.53,4.95,9825.0,86.2,credit_card,OWN,1,1,12,5.6,paid off,0,credit_card,OWN, < 1 Year
Fully Paid,10000,36 months,40800,9.12,9.81824,2869.0,16.0,debt_consolidation,OWN,1,1,7,5.8,paid off,8,debt_consolidation,OWN, > 1 Year
Charged Off,10975,36 months,32000,31.46,14.931,6771.0,50.9,debt_consolidation,RENT,1,1,10,3.4,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,17625,36 months,52000,10.41,14.6148,7372.0,76.8,small_business,OWN,0,1,6,3.2,paid off,9,small_business,OWN, > 1 Year
Fully Paid,7500,36 months,40000,23.88,7.8972,8873.0,73.9,debt_consolidation,RENT,1,1,8,4.8,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,9000,36 months,53000,29.16,6.72453,9904.0,54.1,debt_consolidation,MORTGAGE,0,1,10,5.6,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,7200,36 months,97000,22.93,2.93938,45794.0,87.2,home_improvement,MORTGAGE,1,1,22,5.6,default,8,home_improvement,MORTGAGE, > 1 Year
Fully Paid,1700,36 months,47000,10.11,1.50945,3149.0,68.5,debt_consolidation,RENT,0,1,25,4.6,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,9000,36 months,125000,11.64,2.8512,3375.0,38.8,home_improvement,MORTGAGE,1,0,9,5.6,paid off,7,home_improvement,MORTGAGE, > 1 Year
Fully Paid,9100,36 months,60000,14.47,5.5882,11005.0,21.7,credit_card,OWN,0,1,22,6.4,paid off,11,credit_card,OWN, > 1 Year
Fully Paid,8000,36 months,70000,18.87,4.66594,43210.0,75.1,debt_consolidation,MORTGAGE,1,1,15,4.2,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,8400,36 months,73000,9.32,4.84652,30875.0,78.6,other,RENT,1,1,9,4.8,default,11,other,RENT, > 1 Year
Fully Paid,9000,36 months,95000,9.25,3.95318,5903.0,83.1,credit_card,RENT,0,1,5,4.6,paid off,5,credit_card,RENT, > 1 Year
Charged Off,17325,60 months,60000,17.24,9.6094,18303.0,80.3,small_business,MORTGAGE,1,1,8,2.8,default,11,small_business,MORTGAGE, > 1 Year
Fully Paid,4000,36 months,85000,15.94,2.14504,4092.0,35.6,other,RENT,1,1,14,2.6,paid off,11,other,RENT, > 1 Year
Fully Paid,23275,36 months,65000,15.64,13.9946,11814.0,45.8,debt_consolidation,RENT,1,1,9,5.4,paid off,1,debt_consolidation,RENT, > 1 Year
Charged Off,25000,60 months,94000,13.05,8.74213,8881.0,23.3,debt_consolidation,MORTGAGE,1,1,13,2.6,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,7500,36 months,108000,18.9,2.962,23414.0,89.4,debt_consolidation,MORTGAGE,1,1,8,5.0,default,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,24925,60 months,80000,13.92,8.7636,3461.0,67.9,debt_consolidation,MORTGAGE,1,0,6,4.4,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,56000,18.73,6.57943,18695.0,27.1,debt_consolidation,MORTGAGE,1,1,15,6.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,13450,60 months,95000,10.78,4.65385,12843.0,60.6,credit_card,MORTGAGE,1,1,12,2.6,paid off,7,credit_card,MORTGAGE, > 1 Year
Charged Off,5225,36 months,25000,9.83,9.012,4052.0,12.7,debt_consolidation,RENT,1,1,19,3.2,default,4,debt_consolidation,RENT, > 1 Year
Charged Off,20000,36 months,70000,29.61,12.4382,15570.0,75.6,debt_consolidation,MORTGAGE,1,0,13,3.4,default,10,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,21050,36 months,86000,18.99,10.0859,32644.0,67.4,debt_consolidation,MORTGAGE,1,1,10,4.4,default,7,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,20000,36 months,63000,23.41,12.961,20980.0,74.3,debt_consolidation,MORTGAGE,1,1,14,4.2,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,78000,13.27,7.02369,18474.0,15.7,debt_consolidation,MORTGAGE,1,1,19,6.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,53000,34.64,8.13577,6917.0,49.8,debt_consolidation,RENT,1,1,10,3.2,paid off,3,debt_consolidation,RENT, > 1 Year
Charged Off,13600,60 months,50000,26.83,9.40512,19398.0,83.3,credit_card,RENT,1,1,11,1.4,default,5,credit_card,RENT, > 1 Year
Fully Paid,12000,60 months,38000,7.36,10.7921,7739.0,54.5,credit_card,RENT,1,1,8,1.2,paid off,6,credit_card,RENT, > 1 Year
Charged Off,15000,36 months,65000,19.27,9.13846,11501.0,61.2,debt_consolidation,MORTGAGE,1,1,23,5.6,default,3,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,10900,36 months,33000,25.7,13.08,13243.0,56.6,debt_consolidation,RENT,1,1,16,5.6,default,6,debt_consolidation,RENT, > 1 Year
Charged Off,17500,60 months,41000,13.05,12.4232,7346.0,83.5,debt_consolidation,MORTGAGE,1,1,5,4.8,default,7,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15825,36 months,60000,25.28,9.7178,12.0,0.2,debt_consolidation,MORTGAGE,1,1,6,6.4,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10750,36 months,43000,13.06,11.2719,6677.0,87.9,debt_consolidation,RENT,1,1,11,2.2,paid off,10,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,55299,7.36,7.06754,3494.0,40.2,home_improvement,RENT,1,1,5,5.4,paid off,11,home_improvement,RENT, > 1 Year
Fully Paid,7500,36 months,72000,3.98,4.125,7813.0,64.0,credit_card,RENT,1,0,9,5.6,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,66000,1.58,5.53382,1900.0,6.3,home_improvement,MORTGAGE,1,1,10,6.2,paid off,8,home_improvement,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,61000,15.9,11.9396,19625.0,67.9,debt_consolidation,MORTGAGE,1,1,13,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,20000,60 months,70000,9.63,8.4804,12515.0,54.4,debt_consolidation,MORTGAGE,1,1,10,5.0,default,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,35000,60 months,78999,20.78,15.8645,29481.0,50.3,debt_consolidation,MORTGAGE,1,1,16,0.4,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,26000,36 months,108000,13.09,9.92,24400.0,56.9,debt_consolidation,MORTGAGE,1,1,18,4.4,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,31500,36 months,140000,9.78,9.3888,30121.0,72.2,debt_consolidation,MORTGAGE,1,1,17,4.6,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,35000,60 months,100000,6.46,11.3153,20043.0,60.2,house,MORTGAGE,1,1,10,2.2,paid off,4,home_improvement,MORTGAGE, > 1 Year
Fully Paid,16000,36 months,65866,6.67,9.82886,9659.0,65.7,debt_consolidation,MORTGAGE,1,0,9,6.0,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,21725,60 months,49357,16.0,12.8111,7183.0,34.7,debt_consolidation,MORTGAGE,1,0,9,4.8,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,20000,60 months,65000,25.29,10.2399,15573.0,33.8,other,MORTGAGE,1,1,17,2.8,default,10,other,MORTGAGE, > 1 Year
Fully Paid,10625,36 months,32000,24.79,13.4347,11335.0,67.1,debt_consolidation,MORTGAGE,1,1,11,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,6000,36 months,25000,13.37,10.4482,8311.0,84.8,credit_card,RENT,1,1,15,3.4,default,5,credit_card,RENT, > 1 Year
Charged Off,9050,60 months,27040,30.04,11.1386,10374.0,74.1,debt_consolidation,MORTGAGE,1,1,11,2.8,default,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5600,36 months,134500,15.26,1.62727,53957.0,63.9,debt_consolidation,MORTGAGE,1,1,13,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,14825,36 months,90000,23.03,6.1596,7849.0,23.4,debt_consolidation,MORTGAGE,1,0,11,6.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,35000,60 months,130000,20.59,8.95985,273144.0,56.3,debt_consolidation,MORTGAGE,1,1,9,2.8,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,116000,11.29,6.61841,9959.0,88.1,debt_consolidation,RENT,1,1,9,5.0,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,68000,11.93,4.84782,39543.0,82.6,debt_consolidation,MORTGAGE,1,1,13,4.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,20800,60 months,60000,32.0,12.2786,8966.0,27.5,other,MORTGAGE,1,1,15,2.0,default,7,other,MORTGAGE, > 1 Year
Fully Paid,33425,60 months,75400,14.47,12.2898,42153.0,50.5,debt_consolidation,MORTGAGE,1,1,12,4.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,25000,60 months,103000,11.95,7.20431,14768.0,63.7,debt_consolidation,MORTGAGE,1,1,13,5.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,56000,17.23,7.521,13496.0,90.0,credit_card,RENT,1,0,6,4.8,paid off,11,credit_card,RENT, > 1 Year
Charged Off,30000,60 months,85000,11.82,10.4759,23039.0,57.9,credit_card,MORTGAGE,1,1,12,5.0,default,9,credit_card,MORTGAGE, > 1 Year
Charged Off,13250,36 months,40000,29.67,14.8356,10247.0,52.3,debt_consolidation,OWN,1,1,11,4.0,default,7,debt_consolidation,OWN, > 1 Year
Fully Paid,20000,60 months,47000,11.39,14.8386,11617.0,83.0,debt_consolidation,RENT,0,1,10,1.6,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,36 months,75000,10.21,8.01168,13312.0,65.3,credit_card,MORTGAGE,1,0,17,5.8,paid off,3,credit_card,MORTGAGE, > 1 Year
Fully Paid,28000,36 months,105000,19.25,10.8872,16556.0,70.2,debt_consolidation,OWN,1,1,16,4.2,paid off,4,debt_consolidation,OWN, > 1 Year
Fully Paid,16000,60 months,50545,13.11,9.39583,13411.0,64.5,debt_consolidation,RENT,1,1,10,5.0,paid off,7,debt_consolidation,RENT, > 1 Year
Charged Off,7750,36 months,28000,12.21,12.0497,6456.0,72.5,debt_consolidation,RENT,1,0,10,3.4,default,4,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,23000,16.64,10.5553,3493.0,25.5,debt_consolidation,RENT,1,1,6,6.0,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,35000,60 months,98000,9.26,12.3491,17406.0,65.2,debt_consolidation,RENT,1,1,8,1.4,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,60 months,110000,25.43,4.76269,45655.0,89.9,credit_card,MORTGAGE,1,1,14,4.8,paid off,4,credit_card,MORTGAGE, > 1 Year
Fully Paid,25700,60 months,65000,23.28,12.7826,24780.0,62.1,credit_card,MORTGAGE,1,1,10,2.2,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,9000,36 months,40000,12.75,8.2176,22087.0,5.4,debt_consolidation,OWN,1,1,8,6.2,paid off,0,debt_consolidation,OWN, < 1 Year
Fully Paid,16000,60 months,65000,11.8,7.06135,9746.0,47.5,debt_consolidation,MORTGAGE,0,1,19,4.6,paid off,2,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,9750,36 months,30000,12.64,12.5312,9186.0,51.9,credit_card,MORTGAGE,1,1,5,5.2,default,0,credit_card,MORTGAGE, < 1 Year
Fully Paid,12000,36 months,48270,22.3,10.6034,12490.0,60.6,debt_consolidation,OWN,1,1,15,5.0,paid off,5,debt_consolidation,OWN, > 1 Year
Fully Paid,1000,36 months,35000,4.48,1.24389,4430.0,15.0,other,RENT,1,1,13,3.4,paid off,11,other,RENT, > 1 Year
Fully Paid,7000,36 months,36369,24.55,8.37911,7180.0,47.9,other,MORTGAGE,0,0,13,3.4,paid off,0,other,MORTGAGE, < 1 Year
Fully Paid,21000,36 months,180000,11.08,4.29853,21632.0,81.0,debt_consolidation,MORTGAGE,1,1,5,6.4,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7200,36 months,97000,2.07,2.71101,3225.0,9.2,credit_card,MORTGAGE,1,1,4,6.2,paid off,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,50000,16.01,9.37992,8161.0,61.4,debt_consolidation,MORTGAGE,0,1,7,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,19200,60 months,138000,8.91,4.63017,7052.0,78.4,credit_card,MORTGAGE,1,1,19,2.8,paid off,1,credit_card,MORTGAGE, > 1 Year
Charged Off,18200,60 months,45981,15.89,11.1336,17366.0,83.1,credit_card,MORTGAGE,1,1,10,4.4,default,6,credit_card,MORTGAGE, > 1 Year
Fully Paid,16800,60 months,132000,16.83,4.40082,7420.0,42.9,home_improvement,MORTGAGE,1,1,11,1.4,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,8000,36 months,90000,15.09,3.74387,4673.0,25.2,home_improvement,MORTGAGE,0,1,26,4.8,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,12500,60 months,81000,12.33,4.85704,6487.0,88.9,credit_card,MORTGAGE,1,0,8,3.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,9000,36 months,48500,12.92,7.74334,14697.0,76.5,debt_consolidation,RENT,1,1,9,4.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,16425,36 months,38000,1.02,16.1631,3554.0,6.6,house,MORTGAGE,1,1,9,6.6,paid off,7,home_improvement,MORTGAGE, > 1 Year
Fully Paid,2075,36 months,15000,5.84,6.0224,2074.0,53.2,credit_card,RENT,1,1,11,3.4,paid off,1,credit_card,RENT, > 1 Year
Charged Off,17050,36 months,38500,23.0,18.6521,15470.0,75.1,debt_consolidation,RENT,0,1,15,4.8,default,3,debt_consolidation,RENT, > 1 Year
Fully Paid,11200,36 months,63000,14.97,7.32552,6531.0,63.4,credit_card,MORTGAGE,1,0,7,4.4,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,65894,9.18,5.69842,23730.0,40.5,debt_consolidation,MORTGAGE,1,1,10,6.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,29000,7.78,6.82759,3621.0,55.7,debt_consolidation,RENT,1,1,4,5.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,60 months,90600,4.5,5.48609,10724.0,67.4,debt_consolidation,MORTGAGE,1,1,6,7.0,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,9750,36 months,28000,13.5,15.0146,8550.0,85.5,major_purchase,RENT,1,1,4,3.2,default,1,major_purchase,RENT, > 1 Year
Fully Paid,15000,36 months,70000,19.8,9.59709,8438.0,30.7,debt_consolidation,RENT,1,1,16,4.0,paid off,3,debt_consolidation,RENT, > 1 Year
Charged Off,12000,36 months,65000,16.71,7.31077,5793.0,58.5,debt_consolidation,OWN,1,1,7,5.6,default,4,debt_consolidation,OWN, > 1 Year
Fully Paid,20000,36 months,110000,3.59,6.92804,755.0,8.4,home_improvement,MORTGAGE,1,0,10,7.0,paid off,3,home_improvement,MORTGAGE, > 1 Year
Charged Off,6950,36 months,33532,25.98,8.46213,9554.0,85.3,home_improvement,OWN,1,1,12,4.2,default,0,home_improvement,OWN, < 1 Year
Charged Off,19000,36 months,72000,15.55,11.2555,28415.0,41.4,debt_consolidation,RENT,1,1,14,5.0,default,6,debt_consolidation,RENT, > 1 Year
Fully Paid,15350,36 months,37000,9.02,15.9963,4023.0,22.2,debt_consolidation,RENT,1,1,8,5.2,paid off,4,debt_consolidation,RENT, > 1 Year
Charged Off,12000,60 months,34445,22.61,10.3407,20626.0,87.8,debt_consolidation,RENT,1,1,9,5.0,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,11600,36 months,83000,10.8,5.75899,23069.0,92.6,credit_card,MORTGAGE,1,1,12,4.4,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,55000,15.52,5.36051,5480.0,31.7,debt_consolidation,RENT,0,1,10,4.8,paid off,10,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,44000,21.6,11.0351,15831.0,52.4,credit_card,RENT,1,1,13,6.0,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,4000,36 months,92700,20.62,1.76168,4192.0,43.2,debt_consolidation,RENT,0,1,6,4.2,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,1000,36 months,46000,24.91,0.985043,11059.0,92.9,moving,RENT,1,1,13,2.4,paid off,1,other,RENT, > 1 Year
Fully Paid,10500,36 months,31000,10.76,14.7453,5007.0,82.1,debt_consolidation,RENT,1,1,4,3.4,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,36 months,95000,28.27,8.76594,9710.0,60.7,other,RENT,0,1,14,3.0,paid off,3,other,RENT, > 1 Year
Charged Off,20000,36 months,67000,21.46,13.7173,8323.0,68.1,debt_consolidation,RENT,0,1,14,2.8,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,14400,36 months,45000,8.59,13.7981,11878.0,37.4,other,MORTGAGE,1,1,18,3.2,paid off,6,other,MORTGAGE, > 1 Year
Charged Off,12000,60 months,75000,20.46,5.25936,13102.0,85.1,debt_consolidation,RENT,1,1,13,2.6,default,9,debt_consolidation,RENT, > 1 Year
Fully Paid,3600,36 months,230000,18.5,0.627026,65326.0,66.8,major_purchase,MORTGAGE,1,1,26,5.8,paid off,11,major_purchase,MORTGAGE, > 1 Year
Fully Paid,25000,36 months,128000,4.02,7.44225,10567.0,43.3,credit_card,MORTGAGE,1,1,12,7.0,paid off,10,credit_card,MORTGAGE, > 1 Year
Charged Off,28000,60 months,67000,23.43,13.737,17404.0,56.0,debt_consolidation,MORTGAGE,1,0,16,2.6,default,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,21000,60 months,150000,2.44,4.65912,18298.0,87.1,home_improvement,MORTGAGE,1,0,4,2.8,paid off,5,home_improvement,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,69000,22.99,10.1955,5497.0,31.6,debt_consolidation,RENT,1,1,16,5.4,paid off,8,debt_consolidation,RENT, > 1 Year
Fully Paid,35000,60 months,285000,11.09,3.76227,313615.0,74.9,debt_consolidation,MORTGAGE,1,1,15,3.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,55000,3.66,7.9152,5899.0,59.6,major_purchase,RENT,1,1,9,3.4,paid off,3,major_purchase,RENT, > 1 Year
Fully Paid,10000,36 months,41000,30.29,10.517,10008.0,91.0,debt_consolidation,RENT,1,1,16,3.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,14325,36 months,106718,6.79,5.31565,21626.0,56.8,debt_consolidation,RENT,1,1,14,5.6,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,16000,60 months,60000,7.08,7.9152,9743.0,37.6,debt_consolidation,MORTGAGE,1,0,22,5.0,default,2,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,75000,9.15,6.96544,9120.0,78.6,debt_consolidation,MORTGAGE,1,1,7,3.4,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,6075,36 months,39000,20.92,6.90123,4184.0,66.4,other,RENT,1,1,6,3.8,default,11,other,RENT, > 1 Year
Fully Paid,16000,36 months,90000,23.27,7.4184,24808.0,94.0,debt_consolidation,RENT,1,1,15,4.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,25000,60 months,117000,13.12,5.52913,37373.0,32.9,house,MORTGAGE,1,1,11,5.4,paid off,5,home_improvement,MORTGAGE, > 1 Year
Charged Off,3250,36 months,45000,24.21,3.04187,14990.0,95.5,home_improvement,MORTGAGE,1,1,9,4.8,default,6,home_improvement,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,38000,12.19,11.8576,12304.0,33.3,debt_consolidation,RENT,1,1,7,6.8,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,36 months,40000,30.33,17.0928,5195.0,39.4,debt_consolidation,RENT,1,1,10,2.6,paid off,8,debt_consolidation,RENT, > 1 Year
Fully Paid,25450,60 months,57000,24.03,11.7971,23693.0,28.8,debt_consolidation,MORTGAGE,1,1,22,5.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,18000,60 months,80000,13.55,6.5487,10421.0,78.4,credit_card,RENT,1,1,12,4.8,default,3,credit_card,RENT, > 1 Year
Fully Paid,20000,60 months,95000,18.35,7.34122,4744.0,93.0,debt_consolidation,MORTGAGE,0,1,6,1.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
